,Advert Date,City,Brand,Model,Motor,Year,Kilometres,Colors,Price
1979,14 Ekim 2024,"Antalya
Kepez",Honda,Civic,1.6 i-VTEC,2021,49.000,Mavi (metalik),1.325.000
1980,14 Ekim 2024,"Antalya
Konyaaltı",Fiat,Linea,1.3 Multijet,2012,331.150,Gri,425.000
1981,14 Ekim 2024,"İstanbul
Bağcılar",Seat,Ibiza,1.6 Reference,2010,162.000,Kırmızı,500.000
1982,14 Ekim 2024,"İstanbul
Başakşehir",Ford,Fiesta,1.6 Trend,2014,107.000,Kahverengi,715.000
1983,14 Ekim 2024,"İstanbul
Esenyurt",Fiat,Egea,1.3 Multijet,2016,224.000,Beyaz,455.000
1984,14 Ekim 2024,"Hatay
Reyhanlı",Renault,Megane,1.5 dCi,2012,220.000,Beyaz,625.000
1985,14 Ekim 2024,"İzmir
Karşıyaka",Mercedes,-,Benz C,1994,404.000,Siyah,340.000
1986,14 Ekim 2024,"Ankara
Yenimahalle",BMW,3,Serisi 320d,2002,310.000,Lacivert,555.000
1987,14 Ekim 2024,"Samsun
Canik",Fiat,Uno,70 S,1996,322.000,Yeşil,210.000
1988,14 Ekim 2024,"Isparta
Keçiborlu",Renault,Symbol,1.5 dCi,2011,234.000,Gri,440.000
1989,14 Ekim 2024,"İstanbul
Kağıthane",Chevrolet,Cruze,2.0 D,2012,72.000,Beyaz,540.000
1990,14 Ekim 2024,"Erzurum
Palandöken",Fiat,Palio,1.2 S,2001,227.000,Gri,245.000
1991,14 Ekim 2024,"Kahramanmaraş
Onikişubat",Opel,Astra,1.4 T,2019,17.000,Beyaz,910.000
1992,14 Ekim 2024,"Ankara
Keçiören",Citroen,Saxo,1.4 SX,1998,281.000,Füme,180.000
1993,14 Ekim 2024,"Ankara
Kahramankazan",Citroen,C3,1.2 PureTech,2021,52.000,Beyaz,900.000
1994,14 Ekim 2024,"Tekirdağ
Süleymanpaşa",Volkswagen,Polo,1.4 Comfortline,2013,87.000,Gri (Gümüş),650.000
1995,14 Ekim 2024,"Ankara
Mamak",Renault,Megane,1.6 Authentique,2006,76.000,Gri (Gümüş),550.000
1996,14 Ekim 2024,"Yozgat
Merkez",Toyota,Corolla,1.4 D-4D,2016,139.000,Beyaz,970.000
1997,14 Ekim 2024,"Tekirdağ
Süleymanpaşa",Nissan,Almera,1.5 Comfort,2000,189.250,Yeşil,330.000
1998,14 Ekim 2024,"Mersin
Tarsus",Opel,Meriva,1.6 Enjoy,2007,219.000,Gri,450.000
1999,14 Ekim 2024,"İstanbul
Küçükçekmece",Toyota,Corolla,1.33 Life,2016,110.000,Kahverengi,725.000
2000,14 Ekim 2024,"Eskişehir
Odunpazarı",Toyota,Corolla,1.3 Terra,1999,318.000,Gri (Gümüş),310.000
2001,14 Ekim 2024,"Kocaeli
Kartepe",Toyota,Corolla,1.33 Life,2016,92.000,Beyaz,635.000
2002,14 Ekim 2024,"Balıkesir
Bandırma",Fiat,Punto,Grande 1.3,2008,258.000,Lacivert,360.000
2003,14 Ekim 2024,"İstanbul
Başakşehir",Fiat,Palio,1.4 Fire,2010,300.000,Beyaz,350.000
2004,14 Ekim 2024,"Ankara
Etimesgut",Volkswagen,Golf,1.6 Comfortline,2001,295.000,Kırmızı,355.000
2005,14 Ekim 2024,"Balıkesir
Altıeylül",Fiat,Egea,1.6 Multijet,2017,149.500,Beyaz,718.000
2006,14 Ekim 2024,"İzmir
Menderes",Fiat,Punto,1.4 Easy,2013,210.000,Beyaz,480.000
2007,14 Ekim 2024,"İstanbul
Ümraniye",Hyundai,Accent,1.3 LX,2003,166.000,Beyaz,360.000
2008,14 Ekim 2024,"İstanbul
Büyükçekmece",Opel,Astra,1.3 CDTI,2012,190.000,Füme,600.000
2009,14 Ekim 2024,"Kayseri
Kocasinan",Renault,Fluence,1.5 dCi,2011,211.000,Gri (metalik),515.000
2010,14 Ekim 2024,"Ankara
Sincan",Fiat,Albea,1.2 EL,2004,290.000,Beyaz,365.500
2011,14 Ekim 2024,"İstanbul
Beyoğlu",Mercedes,-,Benz E,1986,400.000,Beyaz,325.000
2012,14 Ekim 2024,"Sivas
Merkez",Renault,Megane,1.6 RTE,2001,168.000,Beyaz,387.000
2013,14 Ekim 2024,"Diyarbakır
Ergani",Audi,A4,Sedan 2.0,2003,273.000,Yeşil (metalik),480.000
2014,14 Ekim 2024,"İstanbul
Esenyurt",Volkswagen,Jetta,1.6 TDi,2013,160.000,Beyaz,825.000
2015,14 Ekim 2024,"Adana
Çukurova",Fiat,Egea,1.4 Fire,2023,9.000,Mavi (metalik),800.000
2016,14 Ekim 2024,"Konya
Selçuklu",Renault,Megane,1.6 Expression,2006,235.500,Gri (metalik),450.000
2017,14 Ekim 2024,"İstanbul
Kartal",Renault,R,12 Toros,1993,226.887,Beyaz,225.000
2018,14 Ekim 2024,"Eskişehir
Tepebaşı",Tofaş,Doğan,L  ,1987,52.500,Yeşil,124.500
2019,14 Ekim 2024,"Mersin
Mezitli",Honda,Civic,1.6 i-VTEC,2003,259.000,Mavi (metalik),405.000
2020,14 Ekim 2024,"İzmir
Güzelbahçe",Opel,Astra,1.3 CDTI,2010,230.000,Lacivert,475.000
2021,14 Ekim 2024,"Kahramanmaraş
Onikişubat",Volkswagen,Jetta,1.4 TSi,2010,242.000,Füme,575.000
2022,14 Ekim 2024,"Konya
Meram",Volkswagen,Polo,1.6 Classic,2000,332.000,Beyaz,265.000
2023,14 Ekim 2024,"İstanbul
Ümraniye",Ford,Fiesta,1.4 TDCi,2004,132.000,Gri,420.000
2024,14 Ekim 2024,"Çanakkale
Merkez",Seat,Toledo,1.6 TDI,2015,130.000,Beyaz,800.000
2025,14 Ekim 2024,"İzmir
Buca",Opel,Astra,1.3 CDTI,2005,217.000,Siyah,390.000
2026,14 Ekim 2024,"Adana
Yüreğir",Ford,Focus,1.6 Ti-VCT,2013,42.000,Beyaz,835.000
2027,14 Ekim 2024,"Adana
Çukurova",Volkswagen,Jetta,1.4 TSi,2011,125.500,Beyaz,700.000
2028,14 Ekim 2024,"Isparta
Yalvaç",Audi,A6,Sedan 2.0,2014,255.000,Siyah,1.700.000
2029,14 Ekim 2024,"Ankara
Sincan",Ford,Fiesta,1.4 TDCi,2004,287.000,Beyaz,390.000
2030,14 Ekim 2024,"Samsun
İlkadım",Volkswagen,Golf,1.6 Comfortline,2006,261.500,Füme,510.000
2031,14 Ekim 2024,"İstanbul
Sultangazi",Fiat,Linea,1.3 Multijet,2015,184.700,Füme,410.000
2032,14 Ekim 2024,"Ankara
Polatlı",Fiat,Tempra,1.6 SX,1993,380.000,Bordo,215.000
2033,14 Ekim 2024,"Kahramanmaraş
Dulkadiroğlu",Volkswagen,Scirocco,1.4 TSi,2013,91.783,Beyaz,875.000
2034,14 Ekim 2024,"Ankara
Kahramankazan",Skoda,Roomster,1.2  ,2008,183.000,Siyah,390.000
2035,14 Ekim 2024,"Eskişehir
Odunpazarı",Toyota,Yaris,1.3 Sol,2005,228.000,Gri (Gümüş),448.000
2036,14 Ekim 2024,"Gaziantep
Şehitkamil",Volkswagen,Polo,1.2 TSi,2016,60.000,Lacivert,840.000
2037,14 Ekim 2024,"İstanbul
Avcılar",Renault,Fluence,1.5 dCi,2011,166.200,Mavi (metalik),580.000
2038,14 Ekim 2024,"İzmir
Karşıyaka",Peugeot,206+,1.4 HDi,2011,256.000,Siyah,380.000
2039,14 Ekim 2024,"Zonguldak
Devrek",Ford,Fiesta,1.4 TDCi,2011,248.000,Beyaz,430.000
2040,14 Ekim 2024,"Malatya
Battalgazi",Tofaş,Şahin,1.6  ,1990,111.111,Kahverengi,90.000
2041,14 Ekim 2024,"Ağrı
Patnos",Toyota,Corolla,1.6 Elegant,2013,103.200,Beyaz,720.000
2042,14 Ekim 2024,"Samsun
Atakum",Ford,Focus,1.6 TDCi,2011,214.000,Siyah,535.000
2043,14 Ekim 2024,"Adana
Ceyhan",Renault,Clio,1.5 dCi,2009,130.000,Gri (Gümüş),475.000
2044,14 Ekim 2024,"Trabzon
Arsin",Tofaş,Şahin,S  ,1993,222.222,Beyaz,169.235
2045,14 Ekim 2024,"Diyarbakır
Ergani",Seat,Leon,1.6 TDI,2018,165.000,Beyaz,995.000
2046,14 Ekim 2024,"Kayseri
Melikgazi",Hyundai,i20,1.4 CRDi,2013,210.000,Gri,520.000
2047,14 Ekim 2024,"Malatya
Battalgazi",Opel,Astra,1.6 GL,1997,281.000,Lacivert,273.000
2048,14 Ekim 2024,"Antalya
Manavgat",Tofaş,Doğan,SLX  ,1997,41.000,Mavi,195.000
2049,14 Ekim 2024,"Kocaeli
Kartepe",Peugeot,206,1.6 Roland,2000,326.000,Yeşil,279.000
2050,14 Ekim 2024,"Gaziantep
Şehitkamil",Ford,Focus,1.6 TDCi,2016,227.000,Beyaz,725.000
2051,14 Ekim 2024,"İstanbul
Maltepe",Fiat,Punto,EVO 1.3,2011,164.000,Beyaz,550.000
2052,14 Ekim 2024,"Ankara
Mamak",Skoda,Octavia,1.6 TDI,2018,131.000,Beyaz,1.150.000
2053,14 Ekim 2024,"Bursa
Nilüfer",BMW,3,Serisi 320d,2010,345.000,Siyah,725.000
2054,14 Ekim 2024,"Adana
Yüreğir",Honda,Civic,1.6 i-VTEC,2007,288.888,Şampanya,650.000
2055,14 Ekim 2024,"Tekirdağ
Süleymanpaşa",Nissan,Almera,1.5 Tekna,2005,240.000,Mavi,380.000
2056,14 Ekim 2024,"Konya
Selçuklu",Skoda,SuperB,1.4 TSI,2017,163.000,Beyaz,960.000
2057,14 Ekim 2024,"Diyarbakır
Yenişehir",Hyundai,Accent,Era 1.4,2009,230.000,Gri (Gümüş),460.000
2058,14 Ekim 2024,"İstanbul
Tuzla",Renault,Fluence,1.5 dCi,2013,207.000,Beyaz,655.000
2059,14 Ekim 2024,"Elazığ
Merkez",Renault,R,9 1.4,1999,175.000,Beyaz,260.000
2060,14 Ekim 2024,"İzmir
Buca",Fiat,Palio,1.3 Multijet,2008,220.480,Diğer,370.000
2061,14 Ekim 2024,"Bursa
Osmangazi",Renault,Clio,0.9 TCe,2020,98.000,Beyaz,650.000
2062,14 Ekim 2024,"Sivas
Merkez",Opel,Corsa,1.2 Twinport,2006,241.000,Gri (Gümüş),355.000
2063,14 Ekim 2024,"Bitlis
Merkez",Fiat,Linea,1.3 Multijet,2017,160.000,Beyaz,535.000
2064,14 Ekim 2024,"Ardahan
Merkez",Toyota,Corolla,1.33 Life,2016,87.000,Beyaz,810.000
2065,14 Ekim 2024,"Gaziantep
Şahinbey",Fiat,Linea,1.3 Multijet,2012,303.000,Mavi (metalik),400.000
2066,14 Ekim 2024,"Gaziantep
Şahinbey",Peugeot,301,1.6 HDi,2012,287.000,Gri (Gümüş),450.000
2067,14 Ekim 2024,"Hatay
Hassa",Volkswagen,Polo,1.4 Comfortline,2000,215.000,Siyah,360.000
2068,14 Ekim 2024,"Eskişehir
Odunpazarı",Ford,Focus,1.6 Ghia,2004,270.000,Mavi,460.000
2069,14 Ekim 2024,"Niğde
Merkez",Hyundai,Getz,1.3 GLS,2005,214.000,Gri (Gümüş),365.000
2070,14 Ekim 2024,"Konya
Selçuklu",Renault,R,21 1.7,1991,300.000,Bordo,107.000
2071,14 Ekim 2024,"Samsun
Atakum",Honda,Civic,1.6 i-VTEC,2011,168.000,Füme,710.000
2072,14 Ekim 2024,"Çorum
Alaca",Renault,Clio,1.5 dCi,2013,330.000,Beyaz,450.000
2073,14 Ekim 2024,"İstanbul
Kartal",Peugeot,206,1.6 CC,2004,180.000,Yeşil,490.000
2074,14 Ekim 2024,"İzmir
Tire",Fiat,Albea,1.3 Multijet,2005,362.000,Beyaz,370.000
2075,14 Ekim 2024,"Kayseri
Melikgazi",Audi,A6,Sedan 2.0,2008,347.000,Gri,650.000
2076,14 Ekim 2024,"Yozgat
Sorgun",Honda,Civic,1.6 i,2001,228.000,Gri (Gümüş),490.000
2077,14 Ekim 2024,"Mersin
Yenişehir",Fiat,Palio,1.3 Multijet,2005,443.000,Beyaz,220.000
2078,14 Ekim 2024,"Erzurum
Palandöken",Toyota,Corolla,1.6 Elegant,2009,230.000,Siyah,550.000
2079,14 Ekim 2024,"Tokat
Merkez",Opel,Astra,1.4 GL,1996,197.000,Beyaz,265.000
2080,14 Ekim 2024,"Adana
Çukurova",Renault,Megane,1.6 RXi,2001,328.000,Füme,340.000
2081,14 Ekim 2024,"Sivas
Merkez",Honda,Civic,1.4 i,2001,304.000,Lacivert,420.000
2082,14 Ekim 2024,"Denizli
Acıpayam",Toyota,Corolla,1.5 Dream,2023,13.256,Gri (metalik),1.420.000
2083,14 Ekim 2024,"Ankara
Altındağ",Lada,Vega,1.5  ,2005,214.000,Gri (Gümüş),215.000
2084,14 Ekim 2024,"Tekirdağ
Süleymanpaşa",Renault,Clio,1.5 dCi,2014,215.000,Beyaz,575.000
2085,14 Ekim 2024,"Ankara
Çankaya",Volkswagen,Polo,1.4 Trendline,2007,147.000,Mavi,515.000
2086,14 Ekim 2024,"Konya
Selçuklu",Opel,Corsa,1.4 Swing,1997,330.000,Gri,235.000
2087,14 Ekim 2024,"Gaziantep
İslahiye",Renault,Clio,1.2 SportTourer,2016,131.000,Beyaz,715.000
2088,14 Ekim 2024,"Rize
Ardeşen",Hyundai,Coupe,1.6  ,2001,249.000,Sarı,390.000
2089,14 Ekim 2024,"Tekirdağ
Çerkezköy",Tofaş,Şahin,1.6  ,1996,255.000,Mavi,165.000
2090,14 Ekim 2024,"İstanbul
Küçükçekmece",Volkswagen,Passat,1.6 TDi,2019,112.000,Beyaz,1.410.000
2091,14 Ekim 2024,"Tekirdağ
Marmaraereğlisi",Nissan,Note,1.6 Tekna,2007,229.000,Siyah,400.000
2092,14 Ekim 2024,"İzmir
Balçova",Citroen,Xsara,Picasso 2.0,2004,271.000,Kırmızı,310.000
2093,14 Ekim 2024,"Kayseri
Kocasinan",Toyota,Corolla,1.6 GLi,1997,340.000,Turkuaz,399.000
2094,14 Ekim 2024,"Kahramanmaraş
Onikişubat",Opel,Astra,1.6 Essentia,2013,214.850,Beyaz,525.000
2095,14 Ekim 2024,"Edirne
Merkez",Fiat,Punto,1.4 Mair,2012,81.970,Yeşil (metalik),730.000
2096,14 Ekim 2024,"Konya
Karatay",Renault,Fluence,1.5 dCi,2011,375.000,Siyah,425.000
2097,14 Ekim 2024,"Antalya
Serik",Ford,Fiesta,1.4 TDCi,2007,285.000,Beyaz,425.000
2098,14 Ekim 2024,"İstanbul
Arnavutköy",Skoda,SuperB,1.6 TDI,2013,170.000,Beyaz,790.000
2099,14 Ekim 2024,"Malatya
Doğanşehir",Chevrolet,Aveo,1.4 SX,2006,229.000,Beyaz,400.000
2100,14 Ekim 2024,"Ordu
Altınordu",Volkswagen,Golf,1.6 Comfortline,2000,285.000,Mavi (metalik),375.000
2101,14 Ekim 2024,"Van
Edremit",Renault,Megane,1.5 dCi,2017,284.000,Beyaz,780.000
2102,14 Ekim 2024,"İstanbul
Sarıyer",Ford,Focus,1.5 TDCi,2019,85.000,Beyaz,1.250.000
2103,14 Ekim 2024,"Kastamonu
Merkez",Ford,Sierra,2.0 GL,1990,91.000,Lacivert,180.000
2104,14 Ekim 2024,"İstanbul
Pendik",Mitsubishi,Carisma,1.6 GLX,1999,327.000,Beyaz,320.000
2105,14 Ekim 2024,"İstanbul
Sultanbeyli",Renault,Megane,1.5 dCi,2008,163.658,Gri (Gümüş),330.000
2106,14 Ekim 2024,"Muğla
Fethiye",Toyota,Corolla,1.5 Dream,2022,35.000,Beyaz,1.230.000
2107,14 Ekim 2024,"İzmir
Aliağa",Dacia,Logan,1.4 Ambiance,2005,151.000,Gri,350.000
2108,14 Ekim 2024,"Konya
Karatay",Opel,Corsa,1.3 CDTI,2004,283.000,Kırmızı,410.000
2109,14 Ekim 2024,"Mersin
Toroslar",Skoda,SuperB,1.6 TDI,2019,134.000,Beyaz,1.475.000
2110,14 Ekim 2024,"Malatya
Battalgazi",Hyundai,Getz,1.3 GLS,2004,258.000,Gri (Gümüş),350.000
2111,14 Ekim 2024,"İstanbul
Büyükçekmece",Hyundai,Accent,Era 1.5,2009,201.000,Şampanya,430.750
2112,14 Ekim 2024,"İzmir
Kemalpaşa",Hyundai,i30,1.4 Blue,2014,167.000,Siyah,670.000
2113,14 Ekim 2024,"Tokat
Merkez",Hyundai,i20,1.2 D-CVVT,2013,190.500,Gri,505.000
2114,14 Ekim 2024,"Kayseri
Melikgazi",Nissan,GT-R,Black Edition,2012,118.000,Siyah,800.000
2115,14 Ekim 2024,"İstanbul
Avcılar",Hyundai,Accent,Era 1.5,2009,352.000,Mavi,320.000
2116,14 Ekim 2024,"Manisa
Soma",Renault,Clio,1.4 Alize,2006,197.500,Beyaz,395.000
2117,14 Ekim 2024,"Ankara
Etimesgut",Nissan,Note,1.5 dCi,2009,101.000,Siyah,500.000
2118,14 Ekim 2024,"Adana
Sarıçam",Renault,R,12 Toros,1991,190.000,Bej,222.450
2119,14 Ekim 2024,"Tekirdağ
Çorlu",Peugeot,206,1.4 HDi,2007,494.000,Beyaz,165.000
2120,14 Ekim 2024,"İstanbul
Esenyurt",Tofaş,Doğan,SLX  ,1995,201.000,Beyaz,230.000
2121,14 Ekim 2024,"Diyarbakır
Çermik",Hyundai,Accent,1.5 CRDi,2005,155.000,Beyaz,319.000
2122,14 Ekim 2024,"Kahramanmaraş
Göksun",Fiat,Palio,1.3 Multijet,2006,301.850,Gri (Gümüş),253.000
2123,14 Ekim 2024,"Kocaeli
Gebze",Renault,Clio,1.0 TCe,2023,12.000,Kırmızı,1.100.000
2124,14 Ekim 2024,"Iğdır
Merkez",Volkswagen,Jetta,1.6 TDi,2012,166.000,Beyaz,860.000
2125,14 Ekim 2024,"Bolu
Merkez",Fiat,Linea,1.3 Multijet,2011,230.000,Gri (metalik),420.000
2126,14 Ekim 2024,"Malatya
Yeşilyurt",Renault,R,19 1.8,1996,239.000,Beyaz,250.000
2127,14 Ekim 2024,"Ankara
Altındağ",Fiat,Egea,1.4 Fire,2021,39.000,Kahverengi,715.000
2128,14 Ekim 2024,"İstanbul
Ümraniye",Volkswagen,Golf,1.6 TDi,2017,75.000,Gri (metalik),1.150.000
2129,14 Ekim 2024,"Osmaniye
Merkez",Tofaş,Şahin,1.6  ,1995,260.000,Beyaz,185.000
2130,14 Ekim 2024,"Sakarya
Erenler",Mercedes,-,Benz B,2008,212.500,Siyah,550.000
2131,14 Ekim 2024,"İstanbul
Tuzla",Fiat,Egea,1.3 Multijet,2019,137.000,Beyaz,600.000
2132,14 Ekim 2024,"Diyarbakır
Kayapınar",Citroen,C4,1.4 SX,2007,169.000,Siyah,400.000
2133,14 Ekim 2024,"Mardin
Kızıltepe",Fiat,Albea,1.2 Active,2005,360.000,Gri,215.000
2134,14 Ekim 2024,"Sinop
Merkez",Tofaş,Doğan,SLX  ,1994,200.000,Turkuaz,230.000
2135,14 Ekim 2024,"Karaman
Merkez",Ford,Focus,1.6 TDCi,2015,212.000,Beyaz,750.000
2136,14 Ekim 2024,"Kahramanmaraş
Onikişubat",Fiat,Linea,1.3 Multijet,2012,285.000,Beyaz,325.000
2137,14 Ekim 2024,"Ankara
Etimesgut",Toyota,Corolla,1.6 Touch,2015,137.000,Gri,865.000
2138,14 Ekim 2024,"İstanbul
Silivri",Opel,Vectra,2.0 CD,1998,260.000,Mavi,289.000
2139,14 Ekim 2024,"Afyonkarahisar
Sandıklı",Fiat,Egea,1.3 Multijet,2016,183.000,Beyaz,595.000
2140,14 Ekim 2024,"Kocaeli
İzmit",Peugeot,208,1.6 HDi,2016,126.000,Siyah,615.000
2141,14 Ekim 2024,"Bursa
Osmangazi",Volkswagen,Jetta,1.2 TSi,2017,84.000,Kırmızı,875.000
2142,14 Ekim 2024,"Çankırı
Merkez",Opel,Corsa,1.3 CDTI,2008,256.000,Beyaz,370.000
2143,14 Ekim 2024,"Adana
Yüreğir",Ford,Fiesta,1.4 TDCi,2008,271.586,Siyah,450.000
2144,14 Ekim 2024,"Eskişehir
Odunpazarı",Skoda,Fabia,1.4 TDI,2008,212.150,Beyaz,400.000
2145,14 Ekim 2024,"Kocaeli
Çayırova",Renault,R,9 1.4,1998,410.000,Mavi (metalik),235.000
2146,14 Ekim 2024,"Gaziantep
Şehitkamil",Fiat,Linea,1.3 Multijet,2013,302.000,Beyaz,370.000
2147,14 Ekim 2024,"Ankara
Çankaya",Renault,Clio,1.5 dCi,2016,141.000,Beyaz,648.000
2148,14 Ekim 2024,"Balıkesir
Balya",Renault,Clio,1.0 TCe,2020,87.771,Beyaz,820.000
2149,14 Ekim 2024,"Kayseri
Melikgazi",Audi,A4,Sedan 2.0,2015,190.453,Gri (metalik),1.019.000
2150,14 Ekim 2024,"İstanbul
Bahçelievler",Peugeot,406,1.8 SR,2001,304.000,Gri,275.000
2151,14 Ekim 2024,"Zonguldak
Merkez",Ford,Focus,1.6 Ti-VCT,2016,85.000,Füme,870.000
2152,14 Ekim 2024,"Kocaeli
Darıca",Fiat,Tempra,1.6 SX,1994,226.000,Beyaz,185.000
2153,14 Ekim 2024,"Yozgat
Merkez",Renault,Fluence,1.5 dCi,2016,205.000,Gri (Gümüş),688.000
2154,14 Ekim 2024,"Afyonkarahisar
Merkez",Renault,Megane,1.6 Dynamique,2004,261.000,Gri (Gümüş),373.000
2155,14 Ekim 2024,"Ankara
Yenimahalle",Peugeot,406,2.0 SV,2000,365.000,Mavi,250.000
2156,14 Ekim 2024,"Ankara
Etimesgut",Renault,Clio,1.4 RNA,2000,256.000,Gri (Gümüş),318.000
2157,14 Ekim 2024,"İstanbul
Fatih",Fiat,Linea,1.3 Multijet,2011,222.000,Gri (titanyum),425.000
2158,14 Ekim 2024,"Ankara
Keçiören",Peugeot,508,1.6 e-HDi,2012,146.400,Beyaz,732.000
2159,14 Ekim 2024,"Muğla
Ula",BMW,7,Serisi 745i,2003,400.000,Gri,795.000
2160,14 Ekim 2024,"İstanbul
Sultangazi",Peugeot,106,XR  ,1998,185.000,Yeşil,215.000
2161,14 Ekim 2024,"Tekirdağ
Saray",Seat,Toledo,1.4 TDI,2017,205.000,Beyaz,650.000
2162,14 Ekim 2024,"İstanbul
Avcılar",BMW,3,Serisi 320d,2008,288.000,Siyah,690.000
2163,14 Ekim 2024,"İstanbul
Üsküdar",Fiat,Albea,1.3 Multijet,2006,243.000,Gri (Gümüş),297.000
2164,14 Ekim 2024,"Balıkesir
Karesi",Renault,Megane,2.0 RXT,1998,278.000,Gri (metalik),265.000
2165,14 Ekim 2024,"Ankara
Etimesgut",Renault,R,12 Toros,1993,111.111,Beyaz,174.000
2166,14 Ekim 2024,"İstanbul
Kartal",Opel,Vectra,1.6 Essentia,2006,223.000,Gri (Gümüş),420.000
2167,14 Ekim 2024,"İstanbul
Sultangazi",BMW,3,Serisi 320i,2016,163.000,Beyaz,1.350.000
2168,14 Ekim 2024,"Adıyaman
Kahta",Renault,R,9 1.4,1999,248.000,Beyaz,215.000
2169,14 Ekim 2024,"Mersin
Yenişehir",Ford,Focus,1.6 TDCi,2014,182.500,Beyaz,700.000
2170,14 Ekim 2024,"Muş
Bulanık",Opel,Astra,1.4 T,2020,99.000,Gri,853.000
2171,14 Ekim 2024,"Ankara
Kahramankazan",Opel,Astra,1.3 CDTI,2008,215.000,Siyah,460.000
2172,14 Ekim 2024,"Adana
Yüreğir",Audi,A3,Sedan 35,2020,97.000,Siyah,1.580.000
2173,14 Ekim 2024,"İstanbul
Bağcılar",Fiat,Egea,1.4 Fire,2022,17.300,Beyaz,700.000
2174,14 Ekim 2024,"Konya
Selçuklu",Ford,Focus,1.6 TDCi,2012,335.000,Beyaz,500.000
2175,14 Ekim 2024,"Bartın
Merkez",Toyota,Corolla,1.3 XE,1997,238.000,Beyaz,330.000
2176,14 Ekim 2024,"Bursa
Yıldırım",Nissan,Micra,1.2 Match,2017,104.000,Kırmızı,735.000
2177,14 Ekim 2024,"Aydın
Didim",Mitsubishi,Lancer,1.6 Invite,2005,173.000,Gri (Gümüş),450.000
2178,14 Ekim 2024,"Denizli
Pamukkale",Hyundai,Accent,1.5 GLS,1998,330.000,Mavi,240.000
2179,14 Ekim 2024,"Adana
Seyhan",Renault,Clio,1.0 TCe,2023,6.001,Gri,1.245.000
2180,14 Ekim 2024,"Tokat
Turhal",Hyundai,Accent,1.3 Admire,2004,235.750,Gri,370.000
2181,14 Ekim 2024,"İzmir
Karşıyaka",Audi,A5,Sportback 2.0,2012,293.000,Siyah,1.200.000
2182,14 Ekim 2024,"İzmir
Menderes",Mercedes,-,Benz C,2009,286.000,Füme,980.000
2183,14 Ekim 2024,"Ankara
Şereflikoçhisar",Ford,Focus,1.5 TDCi,2023,57.500,Beyaz,1.325.000
2184,14 Ekim 2024,"Nevşehir
Avanos",Volkswagen,Polo,1.6 TDi,2018,166.000,Gri,725.000
2185,14 Ekim 2024,"Adıyaman
Merkez",Toyota,Corolla,1.4 D-4D,2010,287.000,Beyaz,525.000
2186,14 Ekim 2024,"İstanbul
Bağcılar",Renault,Fluence,1.5 dCi,2012,226.196,Beyaz,570.000
2187,14 Ekim 2024,"Batman
Merkez",Mitsubishi,Lancer,1.3 Comfort,2005,400.000,Gri,315.000
2188,14 Ekim 2024,"İstanbul
Maltepe",Nissan,Pulsar,1.5 Visia,2016,110.000,Gri (Gümüş),770.000
2189,14 Ekim 2024,"Tekirdağ
Çorlu",Hyundai,Accent,Blue 1.6,2018,182.000,Beyaz,760.000
2190,14 Ekim 2024,"Ankara
Kahramankazan",Hyundai,Accent,1.5 CRDi,2006,324.000,Beyaz,350.000
2191,14 Ekim 2024,"Antalya
Muratpaşa",Renault,Megane,1.5 dCi,2017,192.000,Beyaz,810.000
2192,14 Ekim 2024,"Zonguldak
Devrek",Toyota,Corolla,1.4 Terra,2002,230.000,Lacivert,420.000
2193,14 Ekim 2024,"Ankara
Etimesgut",Peugeot,206,1.4 Comfort,2009,170.000,Gri,355.000
2194,14 Ekim 2024,"Zonguldak
Ereğli",Fiat,Linea,1.3 Multijet,2014,187.000,Beyaz,450.000
2195,14 Ekim 2024,"Kocaeli
Kartepe",Toyota,Starlet,1.3  ,1998,270.000,Beyaz,245.000
2196,14 Ekim 2024,"İzmir
Torbalı",Opel,Vectra,1.6 Comfort,2004,278.000,Siyah,370.000
2197,14 Ekim 2024,"Çorum
Merkez",Renault,Megane,1.6 Authentique,2005,271.000,Beyaz,379.000
2198,14 Ekim 2024,"Mersin
Toroslar",Ford,Focus,1.5 TDCi,2020,140.000,Beyaz,1.050.000
2199,14 Ekim 2024,"Adana
Seyhan",Toyota,Yaris,1.3 Terra,2008,142.500,Gri,415.000
2200,14 Ekim 2024,"Muğla
Menteşe",Toyota,Auris,1.4 D-4D,2012,74.000,Beyaz,680.000
2201,14 Ekim 2024,"Ankara
Altındağ",Honda,Civic,1.6 LS,2005,282.000,Bordo,520.000
2202,14 Ekim 2024,"Kayseri
Melikgazi",BMW,1,Serisi 116i,2012,134.000,Beyaz,875.000
2203,14 Ekim 2024,"Gaziantep
Şahinbey",Renault,Megane,1.3 TCe,2020,92.000,Beyaz,680.000
2204,14 Ekim 2024,"Antalya
Kepez",Toyota,Corolla,1.6 Terra,2000,168.000,Gri (metalik),425.000
2205,14 Ekim 2024,"Niğde
Merkez",Opel,Corsa,1.4 Swing,1997,228.000,Kırmızı,255.000
2206,14 Ekim 2024,"Van
Erciş",Opel,Insignia,1.6 CDTI,2019,95.000,Beyaz,1.175.000
2207,14 Ekim 2024,"Ankara
Etimesgut",BMW,5,Serisi 520d,2007,387.000,Siyah,900.000
2208,14 Ekim 2024,"Ankara
Etimesgut",Volkswagen,Polo,1.6 Classic,1997,325.000,Beyaz,120.000
